pathway_id,step_id,substrate_smiles,product,product_smiles,"initial PFAS concentration
(μM)",pH,"temperature
(℃)",system,UV(nm),organic matter content（％）,cation exchange capacity（cmol/kg）,TP(mg/g),TN(mg/g),TOC(mg/g),moisture content(％),TTS(g/L),sludge_volume(mL),DO(mg/L),reaction time(d)
HFPO-TeA-4,5,FC(O)(F)F,,O=C(F)F,25,9.5,20,UV/SO32-,254,,,,,,,,,,
HFPO-TeA-4,6,O=C(F)F,HF,F,25,9.5,20,UV/SO32-,254,,,,,,,,,,
HFPO-TeA-4,7,O=C(F)F,CO2,C(=O)=O,25,9.5,20,UV/SO32-,254,,,,,,,,,,
HFPO-TeA-5,1,FC(C(F)(C(F)(OC(C([O-])=O)(F)C(F)(F)F)F)F)(F)F,,FC(C(F)(C(F)(O)F)F)(F)F,25,9.5,20,UV/SO32-,254,,,,,,,,,,
HFPO-TeA-5,2,FC(C(F)(C(F)(O)F)F)(F)F,,FC(C(F)(C(F)=O)F)(F)F,25,9.5,20,UV/SO32-,254,,,,,,,,,,
HFPO-TeA-5,3,FC(C(F)(C(F)=O)F)(F)F,,FC(F)(F)C(F)(C([O-])=O)F,25,9.5,20,UV/SO32-,254,,,,,,,,,,
HFPO-TeA-5,4,FC(F)(F)C(F)(C([O-])=O)F,,FC(F)(F)C(F)(C([O-])=O)[H],25,9.5,20,UV/SO32-,254,,,,,,,,,,
HFPO-TeA-5,5,FC(F)(F)C(F)(C([O-])=O)[H],,FC(F)(F)C([H])(C([O-])=O)[H],25,9.5,20,UV/SO32-,254,,,,,,,,,,
B3-1,1,FC(OC(F)(C(F)(C(F)(C([O-])=O)F)F)F)(F)F,,FC(OC(F)(C(F)(C([H])(C([O-])=O)F)F)F)(F)F,25,9.5,20,UV/SO32-,254,,,,,,,,,,
B3-1,2,FC(OC(F)(C(F)(C([H])(C([O-])=O)F)F)F)(F)F,,FC(OC(F)(C(F)(C([H])(C([O-])=O)[H])F)F)(F)F,25,9.5,20,UV/SO32-,254,,,,,,,,,,
B3-2,1,FC(OC(F)(C(F)(C(F)(C([O-])=O)F)F)F)(F)F,,OC(F)(C(F)(C(F)(C([O-])=O)F)F)F,25,9.5,20,UV/SO32-,254,,,,,,,,,,
B3-3,1,FC(OC(F)(C(F)(C(F)(C([O-])=O)F)F)F)(F)F,,FC(F)(OC(F)(C(F)(C([O-])=O)F)F)F,25,9.5,20,UV/SO32-,254,,,,,,,,,,
C2-1,1,FC(C(OC(F)(F)F)(F)F)(OC(F)(C(F)(OC(F)(C([O-])=O)F)F)F)F,,FC(C(OC(F)(F)F)(F)F)(OC(F)(C(F)(OC([H])(C([O-])=O)F)F)F)F,25,9.5,20,UV/SO32-,254,,,,,,,,,,
C2-1,2,FC(C(OC(F)(F)F)(F)F)(OC(F)(C(F)(OC([H])(C([O-])=O)F)F)F)F,,FC(C(OC(F)(F)F)(F)F)(OC(F)(C(F)(OC([H])(C([O-])=O)[H])F)F)F,25,9.5,20,UV/SO32-,254,,,,,,,,,,
C2-2,1,FC(C(OC(F)(F)F)(F)F)(OC(F)(C(F)(OC(F)(C([O-])=O)F)F)F)F,,FC(F)(OC(F)(F)C(OC(F)(F)F)(F)F)C([O-])=O,25,9.5,20,UV/SO32-,254,,,,,,,,,,
C2-3,1,FC(C(OC(F)(F)F)(F)F)(OC(F)(C(F)(OC(F)(C([O-])=O)F)F)F)F,,FC(OC(F)(C(F)(F)OC(F)(F)F)F)(C(F)(OC([O-])=O)F)F,25,9.5,20,UV/SO32-,254,,,,,,,,,,
C2-3,2,FC(OC(F)(C(F)(F)OC(F)(F)F)F)(C(F)(OC([O-])=O)F)F,,FC(OC(F)(C(F)(F)OC(F)(F)F)F)(C(F)(O)F)F,25,9.5,20,UV/SO32-,254,,,,,,,,,,
D2-1,1,FC(F)(C(F)(C(F)(C(F)(OC(F)(C(F)(OC(F)(C(F)(OC(F)(C([O-])=O)F)F)F)F)F)F)F)F)F,,FC(F)(C(F)(C(F)(C(F)(OC(F)(C(F)(OC(F)(C(F)(OC([H])(C([O-])=O)F)F)F)F)F)F)F)F)F,25,9.5,20,UV/SO32-,254,,,,,,,,,,
D2-1,2,FC(F)(C(F)(C(F)(C(F)(OC(F)(C(F)(OC(F)(C(F)(OC([H])(C([O-])=O)F)F)F)F)F)F)F)F)F,,FC(F)(C(F)(C(F)(C(F)(OC(F)(C(F)(OC(F)(C(F)(OC([H])(C([O-])=O)[H])F)F)F)F)F)F)F)F,25,9.5,20,UV/SO32-,254,,,,,,,,,,
D2-2,1,FC(F)(C(F)(C(F)(C(F)(OC(F)(C(F)(OC(F)(C(F)(OC(F)(C([O-])=O)F)F)F)F)F)F)F)F)F,D1,FC(F)(OC(F)(C(F)(OC(F)(C(F)(C(F)(C(F)(F)F)F)F)F)F)F)C([O-])=O,25,9.5,20,UV/SO32-,254,,,,,,,,,,
D2-3,1,FC(F)(C(F)(C(F)(C(F)(OC(F)(C(F)(OC(F)(C(F)(OC(F)(C([O-])=O)F)F)F)F)F)F)F)F)F,,FC(OC(C(OC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(F)(OC([O-])=O)F)F,25,9.5,20,UV/SO32-,254,,,,,,,,,,
D2-3,2,FC(OC(C(OC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(F)(OC([O-])=O)F)F,,FC(OC(C(OC(C(C(C(F)(F)F)(F)[H])([H])[H])(F)F)(F)F)(F)F)(C(F)(OC([O-])=O)F)F,25,9.5,20,UV/SO32-,254,,,,,,,,,,
C7 HFPO-TA-1,2,FC(OC(F)(C(F)(OC([H])(C(O)=O)C(F)(F)F)F)C(F)(F)F)(F)F,C6HF12O5S-,FC(OC(F)(C(F)(OC([H])(S(=O)([O-])=O)C(F)(F)F)F)C(F)(F)F)(F)F,2,12,,UV/SO32-,184.9,,,,,,,,,,
C7 HFPO-TA-2,1,FC(OC(F)(C(F)(OC(F)(C(O)=O)C(F)(F)F)F)C(F)(F)F)(F)F,C6H2F10O3,[H]C(F)(C(F)(OC(F)(C(O)=O)C(F)(F)F)F)C(F)(F)F,2,12,,UV/SO32-,184.9,,,,,,,,,,
C7 HFPO-TA-2,2,[H]C(F)(C(F)(OC(F)(C(O)=O)C(F)(F)F)F)C(F)(F)F,C6H3F9O3,[H]C(F)(C(F)(OC([H])(C(O)=O)C(F)(F)F)F)C(F)(F)F,2,12,,UV/SO32-,184.9,,,,,,,,,,
C7 HFPO-TA-3,1,FC(OC(F)(C(F)(OC(F)(C(O)=O)C(F)(F)F)F)C(F)(F)F)(F)F,C4HF9O2,FC(OC(F)(C(F)(O)F)C(F)(F)F)(F)F,2,12,,UV/SO32-,184.9,,,,,,,,,,
C7 HFPO-TA-3,2,FC(OC(F)(C(F)(O)F)C(F)(F)F)(F)F,C4HF7O3,FC(OC(F)(C(O)=O)C(F)(F)F)(F)F,2,12,,UV/SO32-,184.9,,,,,,,,,,
C7 HFPO-TA-3,3,FC(OC(F)(C(O)=O)C(F)(F)F)(F)F,C4H2F6O3,FC(OC([H])(C(O)=O)C(F)(F)F)(F)F,2,12,,UV/SO32-,184.9,,,,,,,,,,
C7 HFPO-TA-3,4,FC(OC(F)(C(O)=O)C(F)(F)F)(F)F,,OC(F)(C(O)=O)C(F)(F)F,2,12,,UV/SO32-,184.9,,,,,,,,,,
C7 HFPO-TA-3,5,OC(F)(C(O)=O)C(F)(F)F,,O=C(C(O)=O)C(F)(F)F,2,12,,UV/SO32-,184.9,,,,,,,,,,
C7 HFPO-TA-3,6,O=C(C(O)=O)C(F)(F)F,,OC(C(F)(F)F)=O,2,12,,UV/SO32-,184.9,,,,,,,,,,
C7 HFPO-TA-3,7,OC(C(F)(F)F)=O,,OC(F)(F)F,2,12,,UV/SO32-,184.9,,,,,,,,,,
C7 HFPO-TA-3,8,OC(F)(F)F,,O=C(F)F,2,12,,UV/SO32-,184.9,,,,,,,,,,
10:2 FTOH,,C(CO)C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.187,7.67,21,biotransformation,,4.11,38.47,,,,65,,,,
10:2 FTOH,,C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.187,7.67,21,biotransformation,,4.11,38.47,,,,65,,,,
10:2 FTOH,,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.187,7.67,21,biotransformation,,4.11,38.47,,,,65,,,,
10:2 monoPAP,,C(COP(=O)(O)O)C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(CO)C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,1.55,7,20,biotransformation,,,,,,,,,,,92
1:3 FTCA,,C(CC(F)(F)F)C(=O)[O-],,C(C(C(=O)[O-])O)C(F)(F)F,3.52,7.7,20,biotransformation,,,,,,,,,,,4
1:3 FTCA,,C(C(=O)[O-])(C(F)(F)F)O,,C(=O)C(F)(F)F,3.52,7.7,20,biotransformation,,,,,,,,0.88,30,0,4
1:3 FTCA,,C(C(C(=O)[O-])O)C(F)(F)F,,C(C=O)C(F)(F)F,3.52,7.7,20,biotransformation,,,,,,,,0.88,30,0,4
1:3 FTCA,,C(CC(F)(F)F)C(=O)[O-],,C(=C\C(F)(F)F)/C(=O)[O-],3.52,7.7,20,biotransformation,,,,,,,,0.88,30,0,4
1:3 FTCA,,C(=O)C(F)(F)F,,C(=O)(C(F)(F)F)[O-],3.52,7.7,20,biotransformation,,,,,,,,0.88,30,0,4
1:3 FTCA,,C(C=O)C(F)(F)F,,C(C(=O)[O-])C(F)(F)F,3.52,7.7,20,biotransformation,,,,,,,,0.88,30,0,4
1:3 FTCA,,C(C(=O)[O-])C(F)(F)F,,C(C(=O)[O-])(C(F)(F)F)O,3.52,7.7,20,biotransformation,,,,,,,,0.88,30,0,4
1:3 FTCA,,C(C(=O)C(F)(F)F)C(=O)[O-],,C(=O)(C(F)(F)F)[O-],3.52,7.7,20,biotransformation,,,,,,,,0.88,30,0,4
1:3 FTCA,,C(=C\C(F)(F)F)/C(=O)[O-],,C(C(C(F)(F)F)O)C(=O)[O-],3.52,7.7,20,biotransformation,,,,,,,,0.88,30,0,4
1:3 FTCA,,C(C(C(F)(F)F)O)C(=O)[O-],,C(C(=O)C(F)(F)F)C(=O)[O-],3.52,7.7,20,biotransformation,,,,,,,,0.88,30,0,4
1:4 FTCA,,C(CC(F)(F)F)C(=O)[O-],,C(=C\C(F)(F)F)/C(=O)[O-],3.2,7.7,20,biotransformation,,,,,,,,0.88,30,0,4
1:4 FTCA,,C(C(=O)[O-])(C(F)(F)F)O,,C(=O)C(F)(F)F,3.2,7.7,20,biotransformation,,,,,,,,0.88,30,0,4
1:4 FTCA,,C(C(=O)CC(F)(F)F)C(=O)[O-],,C(C(=O)[O-])C(F)(F)F,3.2,7.7,20,biotransformation,,,,,,,,0.88,30,0,4
1:4 FTCA,,C(CC(F)(F)F)C(=O)[O-],,C(C(C(=O)[O-])O)C(F)(F)F,3.2,7.7,20,biotransformation,,,,,,,,0.88,30,0,4
1:4 FTCA,,C(C(C(=O)[O-])O)C(F)(F)F,,C(C=O)C(F)(F)F,3.2,7.7,20,biotransformation,,,,,,,,0.88,30,0,4
1:4 FTCA,,C(CC(=O)[O-])CC(F)(F)F,,C(=C\C(=O)[O-])/CC(F)(F)F,3.2,7.7,20,biotransformation,,,,,,,,0.88,30,0,4
1:4 FTCA,,C(C(CC(F)(F)F)O)C(=O)[O-],,C(CC(F)(F)F)C=O,3.2,7.7,20,biotransformation,,,,,,,,0.88,30,0,4
1:4 FTCA,,C(=C\C(=O)[O-])/CC(F)(F)F,,C(C(CC(F)(F)F)O)C(=O)[O-],3.2,7.7,20,biotransformation,,,,,,,,0.88,30,0,4
1:4 FTCA,,C(C=O)C(F)(F)F,,C(C(=O)[O-])C(F)(F)F,3.2,7.7,20,biotransformation,,,,,,,,0.88,30,0,4
1:4 FTCA,,C(C(C(=O)[O-])O)C(F)(F)F,,C(C(=O)C(F)(F)F)C(=O)[O-],3.2,7.7,20,biotransformation,,,,,,,,0.88,30,0,4
